experiment,fold,seed,group,snr_db,accuracy_pct_mean,accuracy_pct_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,n_repeats
404,d15_cfg22,3407,config_2_1_mix,5.0,83.66280390820269,0.5462765407939651,0.8357170430615438,0.005633573246793565,0.8348438408153992,0.005729232906947343,3
404,d15_cfg22,3407,config_2_1_mix,0.0,85.73051579186547,0.3261236104159805,0.8569069568879127,0.003333622531970781,0.856368407360709,0.0033885442893819046,3
404,d15_cfg22,3407,config_2_2_mix,clean,66.63693131132918,0.0,0.6538729533911458,0.0,0.6758735867047829,0.0,1
404,d15_cfg22,3407,config_2_2_mix,10.0,65.17989889979185,0.11125951194689106,0.6407368910315374,0.000810954655534417,0.6618208429233673,0.0010771224355070677,3
404,d15_cfg22,3407,config_2_2_mix,5.0,59.23282783229259,0.12615642840081195,0.5847118977198371,0.000849768579976875,0.6034671231969132,0.0014956026317072908,3
404,d15_cfg22,3407,config_2_2_mix,0.0,58.10288432946774,0.40115187520761364,0.5658852771111166,0.003932978160419335,0.5930022502369147,0.0038809142005755896,3
404,d15_cfg22,4096,fold_test,clean,66.72613737734166,0.0,0.6580486348785763,0.0,0.6768245973001258,0.0,1
404,d15_cfg22,4096,fold_test,10.0,66.87481415402914,0.23413642206398524,0.6442186278536526,0.0017139289917048434,0.6754658113488187,0.0020406224734144537,3
404,d15_cfg22,4096,fold_test,5.0,64.19863217365447,0.3032423142190178,0.5657601471827243,0.0033828088190538015,0.6266207798792532,0.0029799212423799156,3
404,d15_cfg22,4096,fold_test,0.0,66.04222420457926,0.22251902389378336,0.41155607559062185,0.005336996273444938,0.5395708314725473,0.003937594748751303,3
404,d15_cfg22,4096,config_2_1_mix,clean,99.45466939331969,0.0,0.9945227472137697,0.0,0.9945486689203663,0.0,1
404,d15_cfg22,4096,config_2_1_mix,10.0,99.65916837082482,0.09640174249305268,0.9965758978065821,0.0009681551544935093,0.9965925371320585,0.0009636205687126176,3
